timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,EWMA accel_x,EWMA accel_y,EWMA accel_z,EWMA gyro_x,EWMA gyro_y,EWMA gyro_z,EWMA mag_x,EWMA mag_y,EWMA mag_z
4.71E+12,0.3885193,3.2973022,8.329086,-0.037002563,-0.13150024,-0.13362122,18.492126,6.6986084,-51.49536,0.505809708,2.918494555,8.718325656,-0.150890968,0.104689023,-0.102017565,18.02299241,6.114846066,-50.94110385
4.71E+12,0.12496948,3.197174,8.396179,-0.053344727,-0.20445251,-0.14701843,18.492126,6.6986084,-51.49536,0.494080667,2.956375319,8.679401691,-0.139502128,0.081070097,-0.10517793,18.06990577,6.1732223,-50.99652947
4.71E+12,-0.12687683,3.0503235,8.694855,-0.0796814,-0.2687683,-0.1543274,18.492126,6.6986084,-51.49536,0.457169548,2.980455187,8.651079422,-0.130886388,0.052517836,-0.10936198,18.11212779,6.22576091,-51.04641252
4.71E+12,-0.3033905,2.976059,8.92868,-0.11579895,-0.31707764,-0.15196228,18.492126,6.678772,-51.57776,0.39876491,2.987442019,8.65545698,-0.125765889,0.020389223,-0.113858522,18.15012761,6.273045659,-51.09130727
4.71E+12,-0.31596375,2.949112,9.059967,-0.15808105,-0.34280396,-0.1375122,18.492126,6.678772,-51.57776,0.328549369,2.986303717,8.682779282,-0.124769195,-0.013357463,-0.117668898,18.18432745,6.313618293,-51.13995254
4.71E+12,-0.18725586,2.9794312,9.284363,-0.19869995,-0.3478241,-0.11364746,18.492126,6.678772,-51.57776,0.264098057,2.982584545,8.720498053,-0.12810038,-0.046302113,-0.119653228,18.2151073,6.350133664,-51.18373329
4.71E+12,0.028762817,3.053299,9.527451,-0.24923706,-0.33137512,-0.08163452,18.492126,6.678772,-51.57776,0.218962666,2.982269211,8.776884548,-0.135160337,-0.076454312,-0.119052651,18.24280917,6.382997497,-51.22313596
4.71E+12,0.22982788,3.2201233,9.705368,-0.2985382,-0.29748535,-0.05317688,18.492126,6.678772,-51.57776,0.199942681,2.98937219,8.851941193,-0.14656801,-0.101946393,-0.115310838,18.26774086,6.412574947,-51.25859836
4.71E+12,0.45700073,3.4045258,9.814377,-0.34754944,-0.25120544,-0.030548096,18.492126,6.678772,-51.57776,0.202931201,3.012447301,8.937283874,-0.161765029,-0.121500288,-0.109097442,18.29017937,6.439194653,-51.29051453
4.71E+12,0.668808,3.4696045,9.92215,-0.3895111,-0.19673157,-0.018218994,18.492126,6.678772,-51.57776,0.228338154,3.051655151,9.024993187,-0.18034347,-0.134470804,-0.101242508,18.31037403,6.463152387,-51.31923907
4.71E+12,0.8415375,3.5808868,10.033936,-0.42268372,-0.14178467,-0.019241333,19.856262,7.3623657,-51.24359,0.272385138,3.093450086,9.114708868,-0.201260233,-0.14069688,-0.092940156,18.32854923,6.484714349,-51.34509117
4.71E+12,0.7928467,3.623169,10.090347,-0.4468689,-0.09738159,-0.032791138,19.856262,7.3623657,-51.24359,0.329300374,3.142193757,9.206631581,-0.223402582,-0.140805659,-0.085570274,18.48132051,6.572479484,-51.33494105
4.71E+12,0.7591553,3.615448,10.074783,-0.4644165,-0.06121826,-0.061294556,19.856262,7.3623657,-51.24359,0.375655007,3.190291281,9.295003123,-0.245749213,-0.136463252,-0.08029236,18.61881466,6.651468105,-51.32580595
4.71E+12,0.6404877,3.527771,10.149704,-0.47052002,-0.039108276,-0.09068298,19.856262,7.3623657,-51.24359,0.414005036,3.232806953,9.372981111,-0.267615942,-0.128938753,-0.07839258,18.74255939,6.722557865,-51.31758435
4.71E+12,0.52612305,3.4278107,10.180145,-0.4654541,-0.031539917,-0.11985779,17.289734,6.5063477,-51.411438,0.436653303,3.262303358,9.4506534,-0.28790635,-0.119955705,-0.07962162,18.85392965,6.786538648,-51.31018492
4.71E+12,0.34588623,3.320877,10.187576,-0.44909668,-0.04273987,-0.14608765,17.289734,6.5063477,-51.411438,0.445600277,3.278854092,9.52360256,-0.305661125,-0.111114126,-0.083645237,18.69751009,6.758519554,-51.32031022
4.71E+12,0.13703918,3.2056274,10.144165,-0.42303467,-0.061035156,-0.16577148,17.289734,6.5063477,-51.411438,0.435628873,3.283056383,9.589999904,-0.32000468,-0.104276701,-0.089889478,18.55673248,6.733302368,-51.329423
4.71E+12,-0.014556885,3.1459808,10.013229,-0.39727783,-0.08227539,-0.17504883,17.289734,6.5063477,-51.411438,0.405769903,3.275313485,9.645416413,-0.330307679,-0.099952546,-0.097477678,18.43003263,6.710606901,-51.3376245
4.71E+12,-0.11961365,3.1284943,10.017761,-0.3703308,-0.10227966,-0.17097473,17.304993,6.5063477,-51.379395,0.363737225,3.262380216,9.682197672,-0.337004694,-0.098184831,-0.105234794,18.31600277,6.690180981,-51.34500585
4.71E+12,-0.16397095,3.1666412,10.032684,-0.34680176,-0.11810303,-0.15698242,17.304993,6.5063477,-51.379395,0.315402137,3.248991624,9.715754005,-0.340337305,-0.098594314,-0.111808787,18.21490179,6.671797653,-51.34844477
4.71E+12,-0.072006226,3.1960602,10.02594,-0.32112122,-0.13070679,-0.13908386,17.304993,6.5063477,-51.379395,0.267464828,3.240756582,9.747447004,-0.34098375,-0.100545185,-0.116326151,18.12391091,6.655252658,-51.35153979
4.71E+12,0.03302002,3.2402344,9.965363,-0.29244995,-0.138443,-0.11723328,17.304993,6.5063477,-51.379395,0.233517723,3.236286944,9.775296304,-0.338997497,-0.103561346,-0.118601921,18.04201912,6.640362162,-51.35432531
4.71E+12,0.0973053,3.2376862,9.895142,-0.26055908,-0.14242554,-0.09625244,17.713928,6.6314697,-50.750732,0.213467953,3.236681689,9.794302973,-0.334342743,-0.107049511,-0.118465057,17.96831651,6.626960716,-51.35683228
4.71E+12,0.18348694,3.2068787,9.819687,-0.22592163,-0.14186096,-0.07673645,17.713928,6.6314697,-50.750732,0.201851687,3.236782141,9.804386876,-0.326964376,-0.110587114,-0.116243796,17.94287766,6.627411614,-51.29622225
4.71E+12,0.272583,3.198532,9.637421,-0.18536377,-0.13565063,-0.057266235,17.713928,6.6314697,-50.750732,0.200015213,3.233791796,9.805916889,-0.316860102,-0.113714499,-0.112293061,17.91998269,6.627817423,-51.24167323
4.71E+12,0.37516785,3.2574768,9.406204,-0.14428711,-0.123062134,-0.039978027,17.713928,6.6314697,-50.750732,0.207271991,3.230265817,9.7890673,-0.303710469,-0.115908112,-0.106790378,17.89937722,6.628182651,-51.1925791
4.71E+12,0.48336792,3.2697601,9.094681,-0.104385376,-0.10316467,-0.026062012,18.83545,8.395386,-50.907898,0.224061577,3.232986915,9.75078097,-0.287768133,-0.116623514,-0.100109143,17.8808323,6.628511355,-51.14839439
4.71E+12,0.53201294,3.322586,8.825867,-0.068878174,-0.08180237,-0.014526367,18.83545,8.395386,-50.907898,0.249992212,3.236664234,9.685170973,-0.269429857,-0.11527763,-0.09270443,17.97629407,6.80519882,-51.12434475
4.71E+12,0.5418701,3.3621063,8.620697,-0.04069519,-0.060806274,-0.005355835,18.83545,8.395386,-50.907898,0.278194284,3.24525641,9.599240575,-0.249374689,-0.111930104,-0.084886624,18.06220966,6.964217538,-51.10270008
4.71E+12,0.5208893,3.381134,8.508133,-0.016494751,-0.039993286,0.001739502,18.83545,8.395386,-50.907898,0.304561866,3.256941399,9.501386218,-0.228506739,-0.106817721,-0.076933545,18.1395337,7.107334384,-51.08321987
4.71E+12,0.48799133,3.3880463,8.464432,0.005065918,-0.02178955,0.007461548,18.739319,8.604431,-50.96283,0.326194609,3.269360659,9.402060896,-0.20730554,-0.100135277,-0.06906624,18.20912533,7.236139546,-51.06568768
4.71E+12,0.4699707,3.4145508,8.374649,0.029190063,-0.01222229,0.010696411,18.739319,8.604431,-50.96283,0.342374281,3.281229223,9.308298007,-0.186068394,-0.092300704,-0.061413461,18.26214469,7.372968691,-51.05540192
4.71E+12,0.55010986,3.5202637,8.212219,0.061798096,-0.015441895,0.012878418,18.739319,8.604431,-50.96283,0.355133923,3.294561381,9.214933106,-0.164542549,-0.084292863,-0.054202474,18.30986213,7.496114922,-51.04614472
4.71E+12,0.69963074,3.658722,8.115845,0.104400635,-0.03337097,0.01689148,18.739319,8.604431,-50.96283,0.374631517,3.317131613,9.114661695,-0.141908484,-0.077407766,-0.047494385,18.35280781,7.60694653,-51.03781325
4.71E+12,0.848053,3.756485,8.097458,0.15242004,-0.064575195,0.016799927,17.887878,9.924316,-51.322937,0.407131439,3.351290652,9.014780026,-0.117277572,-0.073004087,-0.041055798,18.39145893,7.706694977,-51.03031493
4.71E+12,1.0136719,3.8368835,7.9806366,0.2078247,-0.1025238,0.008010864,17.887878,9.924316,-51.322937,0.451223595,3.391810086,8.923047823,-0.090307811,-0.072161197,-0.035270226,18.34110084,7.928457079,-51.05957713
4.71E+12,1.2587891,3.9231262,7.7191772,0.26768494,-0.13256836,-0.007781982,17.887878,9.924316,-51.322937,0.507468426,3.436317428,8.828806701,-0.06049456,-0.075197458,-0.030942117,18.29577855,8.128042971,-51.08591312
4.71E+12,1.4982758,3.993744,7.430588,0.32466125,-0.15238953,-0.028839111,17.887878,9.924316,-51.322937,0.582600493,3.484998305,8.717843751,-0.02767661,-0.080934548,-0.028626103,18.2549885,8.307670274,-51.10961551
4.71E+12,1.6164398,4.080551,7.055893,0.37239075,-0.16842651,-0.059936523,17.289734,7.536316,-50.74005,0.674168024,3.535872875,8.589118176,0.007557176,-0.088080046,-0.028647404,18.21827745,8.469334847,-51.13094766
4.71E+12,1.6086273,4.12442,6.7445984,0.41220093,-0.18292236,-0.10391235,17.289734,7.536316,-50.74005,0.768395201,3.590340687,8.435795658,0.044040533,-0.096114693,-0.031776316,18.1254231,8.376032962,-51.09185789
4.71E+12,1.4972534,4.1529236,6.3927,0.43980408,-0.19277954,-0.15542603,17.289734,7.536316,-50.74005,0.852418411,3.643748618,8.266675932,0.080856573,-0.104795459,-0.03898992,18.04185419,8.292061266,-51.0566771
4.71E+12,1.4192047,4.1217346,6.120056,0.44995117,-0.1947174,-0.2106781,17.289734,7.536316,-50.74005,0.91690191,3.694666117,8.079278339,0.116751324,-0.113593867,-0.050633531,17.96664217,8.216486739,-51.02501439
4.71E+12,1.4315948,4.101074,6.1466827,0.43836975,-0.19277954,-0.25836182,17.411804,7.902527,-50.85907,0.967132189,3.737372965,7.883356105,0.150071308,-0.121706221,-0.066637987,17.89895136,8.148469665,-50.99651795
4.71E+12,1.4242401,4.038162,6.147049,0.4041748,-0.19145203,-0.2979126,17.411804,7.902527,-50.85907,1.01357845,3.773743068,7.709688765,0.178901153,-0.128813553,-0.085810371,17.85023662,8.123875399,-50.98277316
4.71E+12,1.333313,3.8829803,6.256653,0.35430908,-0.18334961,-0.33268738,17.411804,7.902527,-50.85907,1.054644615,3.800184962,7.553424788,0.201428517,-0.1350774,-0.107020594,17.80639336,8.101740559,-50.97040284
4.71E+12,1.2476501,3.7831879,6.265045,0.29486084,-0.15740967,-0.36106873,17.411804,7.902527,-50.85907,1.082511454,3.808464495,7.423747609,0.216716574,-0.139904621,-0.129587272,17.76693442,8.081819203,-50.95926956
4.71E+12,1.2619934,3.6760101,6.22435,0.23291016,-0.11845398,-0.3782196,17.875671,9.42688,-51.44348,1.099025318,3.805936836,7.307877348,0.224531,-0.141655126,-0.152735418,17.73142138,8.063889983,-50.9492496
4.71E+12,1.159256,3.6437378,6.2103424,0.15853882,-0.0652771,-0.38789368,17.875671,9.42688,-51.44348,1.115322127,3.792944162,7.199524614,0.225368916,-0.139335012,-0.175283836,17.74584634,8.200188984,-50.99867264
4.71E+12,0.9007721,3.6240082,6.42749,0.08125305,-0.014511108,-0.38885498,17.875671,9.42688,-51.44348,1.119715514,3.778023526,7.100606392,0.218685907,-0.13192922,-0.196544821,17.75882881,8.322858086,-51.04315338
4.71E+12,0.5868225,3.5750732,6.8047333,-0.002349854,0.03186035,-0.38587952,17.875671,9.42688,-51.44348,1.097821172,3.762621993,7.033294753,0.204942621,-0.120187409,-0.215775837,17.77051303,8.433260277,-51.08318604
4.71E+12,0.354599,3.5772095,7.208786,-0.086639404,0.06768799,-0.37854004,17.462158,8.7387085,-51.57776,1.046721305,3.743867114,7.010438608,0.184213373,-0.104982633,-0.232786205,17.78102882,8.53262225,-51.11921544
4.71E+12,0.19578552,3.5421295,7.5160675,-0.16007996,0.097335815,-0.3667755,17.462158,8.7387085,-51.57776,0.977509075,3.727201353,7.030273347,0.157128096,-0.087715571,-0.247361588,17.74914174,8.553230875,-51.16506989
